collected_at,search_id,signature,provider,kind,status,out_date,back_date,from_airport,to_airport,carrier,fare_brand,fare,bag_cost,true_total,stops,dep_local,arr_local,duration_min,bags_included_pp,deep_link
2026-09-07T08:26:07.844Z,A2-single,2027-08-11|LON>MCO|TPA>LON|2027-08-26|single,british_airways,open_jaw,no_prices_rendered,2027-08-11,2027-08-26,,,,,,,,,,,,,
2026-09-07T08:26:07.844Z,A2-single,2027-08-11|LON>MCO|TPA>LON|2027-08-26|single,virgin_atlantic,open_jaw,skipped_provider_down,2027-08-11,2027-08-26,,,,,,,,,,,,,
2026-09-07T08:26:07.844Z,A2-single,2027-08-11|LON>MCO|TPA>LON|2027-08-26|single,skyscanner,open_jaw,skipped_provider_down,2027-08-11,2027-08-26,,,,,,,,,,,,,
2026-09-07T08:26:07.844Z,A4-single,2027-08-11|LON>TPA|MCO>LON|2027-08-26|single,british_airways,open_jaw,no_prices_rendered,2027-08-11,2027-08-26,,,,,,,,,,,,,
2026-09-07T08:26:07.844Z,A4-single,2027-08-11|LON>TPA|MCO>LON|2027-08-26|single,virgin_atlantic,open_jaw,skipped_provider_down,2027-08-11,2027-08-26,,,,,,,,,,,,,
2026-09-07T08:26:07.844Z,A4-single,2027-08-11|LON>TPA|MCO>LON|2027-08-26|single,skyscanner,open_jaw,skipped_provider_down,2027-08-11,2027-08-26,,,,,,,,,,,,,
2026-09-07T08:26:07.844Z,A6-single,2027-08-12|LON>MCO|TPA>LON|2027-08-26|single,british_airways,open_jaw,skipped_provider_down,2027-08-12,2027-08-26,,,,,,,,,,,,,
2026-09-07T08:26:07.844Z,A6-single,2027-08-12|LON>MCO|TPA>LON|2027-08-26|single,virgin_atlantic,open_jaw,skipped_provider_down,2027-08-12,2027-08-26,,,,,,,,,,,,,
2026-09-07T08:26:07.844Z,A6-single,2027-08-12|LON>MCO|TPA>LON|2027-08-26|single,skyscanner,open_jaw,skipped_provider_down,2027-08-12,2027-08-26,,,,,,,,,,,,,
2026-09-07T08:26:07.844Z,A8-single,2027-08-12|LON>TPA|MCO>LON|2027-08-26|single,british_airways,open_jaw,skipped_provider_down,2027-08-12,2027-08-26,,,,,,,,,,,,,
2026-09-07T08:26:07.844Z,A8-single,2027-08-12|LON>TPA|MCO>LON|2027-08-26|single,virgin_atlantic,open_jaw,skipped_provider_down,2027-08-12,2027-08-26,,,,,,,,,,,,,
2026-09-07T08:26:07.844Z,A8-single,2027-08-12|LON>TPA|MCO>LON|2027-08-26|single,skyscanner,open_jaw,skipped_provider_down,2027-08-12,2027-08-26,,,,,,,,,,,,,
2026-09-07T08:26:07.844Z,B1-single,2027-08-11|LON>MCO|MIA>LON|2027-08-26|single,british_airways,open_jaw,skipped_provider_down,2027-08-11,2027-08-26,,,,,,,,,,,,,
2026-09-07T08:26:07.844Z,B1-single,2027-08-11|LON>MCO|MIA>LON|2027-08-26|single,virgin_atlantic,open_jaw,skipped_provider_down,2027-08-11,2027-08-26,,,,,,,,,,,,,
2026-09-07T08:26:07.844Z,B1-single,2027-08-11|LON>MCO|MIA>LON|2027-08-26|single,skyscanner,open_jaw,skipped_provider_down,2027-08-11,2027-08-26,,,,,,,,,,,,,
2026-09-07T08:26:07.844Z,B2-single,2027-08-11|LON>TPA|MIA>LON|2027-08-26|single,british_airways,open_jaw,skipped_provider_down,2027-08-11,2027-08-26,,,,,,,,,,,,,
2026-09-07T08:26:07.844Z,B2-single,2027-08-11|LON>TPA|MIA>LON|2027-08-26|single,virgin_atlantic,open_jaw,skipped_provider_down,2027-08-11,2027-08-26,,,,,,,,,,,,,
2026-09-07T08:26:07.844Z,B2-single,2027-08-11|LON>TPA|MIA>LON|2027-08-26|single,skyscanner,open_jaw,skipped_provider_down,2027-08-11,2027-08-26,,,,,,,,,,,,,
2026-09-07T08:26:07.844Z,B3-single,2027-08-12|LON>MCO|MIA>LON|2027-08-26|single,british_airways,open_jaw,skipped_provider_down,2027-08-12,2027-08-26,,,,,,,,,,,,,
2026-09-07T08:26:07.844Z,B3-single,2027-08-12|LON>MCO|MIA>LON|2027-08-26|single,virgin_atlantic,open_jaw,skipped_provider_down,2027-08-12,2027-08-26,,,,,,,,,,,,,
2026-09-07T08:26:07.844Z,B3-single,2027-08-12|LON>MCO|MIA>LON|2027-08-26|single,skyscanner,open_jaw,skipped_provider_down,2027-08-12,2027-08-26,,,,,,,,,,,,,
2026-09-07T08:26:07.844Z,B4-single,2027-08-12|LON>TPA|MIA>LON|2027-08-26|single,british_airways,open_jaw,skipped_provider_down,2027-08-12,2027-08-26,,,,,,,,,,,,,
2026-09-07T08:26:07.844Z,B4-single,2027-08-12|LON>TPA|MIA>LON|2027-08-26|single,virgin_atlantic,open_jaw,skipped_provider_down,2027-08-12,2027-08-26,,,,,,,,,,,,,
2026-09-07T08:26:07.844Z,B4-single,2027-08-12|LON>TPA|MIA>LON|2027-08-26|single,skyscanner,open_jaw,skipped_provider_down,2027-08-12,2027-08-26,,,,,,,,,,,,,
2026-09-07T08:26:07.844Z,O1,2027-08-11|LON>MCO,british_airways,one_way,skipped_provider_down,2027-08-11,,,,,,,,,,,,,,
2026-09-07T08:26:07.844Z,O1,2027-08-11|LON>MCO,virgin_atlantic,one_way,skipped_provider_down,2027-08-11,,,,,,,,,,,,,,
2026-09-07T08:26:07.844Z,O1,2027-08-11|LON>MCO,google_flights,one_way,skipped_provider_down,2027-08-11,,,,,,,,,,,,,,
2026-09-07T08:26:07.844Z,O1,2027-08-11|LON>MCO,skyscanner,one_way,skipped_provider_down,2027-08-11,,,,,,,,,,,,,,
2026-09-07T08:26:07.844Z,O2,2027-08-11|LON>TPA,british_airways,one_way,skipped_provider_down,2027-08-11,,,,,,,,,,,,,,
2026-09-07T08:26:07.844Z,O2,2027-08-11|LON>TPA,virgin_atlantic,one_way,skipped_provider_down,2027-08-11,,,,,,,,,,,,,,
2026-09-07T08:26:07.844Z,O2,2027-08-11|LON>TPA,google_flights,one_way,skipped_provider_down,2027-08-11,,,,,,,,,,,,,,
2026-09-07T08:26:07.844Z,O2,2027-08-11|LON>TPA,skyscanner,one_way,skipped_provider_down,2027-08-11,,,,,,,,,,,,,,
2026-09-07T08:26:07.844Z,O3,2027-08-12|LON>MCO,british_airways,one_way,skipped_provider_down,2027-08-12,,,,,,,,,,,,,,
2026-09-07T08:26:07.844Z,O3,2027-08-12|LON>MCO,virgin_atlantic,one_way,skipped_provider_down,2027-08-12,,,,,,,,,,,,,,
2026-09-07T08:26:07.844Z,O3,2027-08-12|LON>MCO,google_flights,one_way,skipped_provider_down,2027-08-12,,,,,,,,,,,,,,
2026-09-07T08:26:07.844Z,O3,2027-08-12|LON>MCO,skyscanner,one_way,skipped_provider_down,2027-08-12,,,,,,,,,,,,,,
2026-09-07T08:26:07.844Z,O4,2027-08-12|LON>TPA,british_airways,one_way,skipped_provider_down,2027-08-12,,,,,,,,,,,,,,
2026-09-07T08:26:07.844Z,O4,2027-08-12|LON>TPA,virgin_atlantic,one_way,skipped_provider_down,2027-08-12,,,,,,,,,,,,,,
2026-09-07T08:26:07.844Z,O4,2027-08-12|LON>TPA,google_flights,one_way,skipped_provider_down,2027-08-12,,,,,,,,,,,,,,
2026-09-07T08:26:07.844Z,O4,2027-08-12|LON>TPA,skyscanner,one_way,skipped_provider_down,2027-08-12,,,,,,,,,,,,,,
2026-09-07T08:26:07.844Z,R1,2027-08-26|MCO>LON,british_airways,one_way,skipped_provider_down,2027-08-26,,,,,,,,,,,,,,
2026-09-07T08:26:07.844Z,R1,2027-08-26|MCO>LON,virgin_atlantic,one_way,skipped_provider_down,2027-08-26,,,,,,,,,,,,,,
2026-09-07T08:26:07.844Z,R1,2027-08-26|MCO>LON,google_flights,one_way,skipped_provider_down,2027-08-26,,,,,,,,,,,,,,
2026-09-07T08:26:07.844Z,R1,2027-08-26|MCO>LON,skyscanner,one_way,skipped_provider_down,2027-08-26,,,,,,,,,,,,,,
2026-09-07T08:26:07.844Z,R2,2027-08-26|TPA>LON,british_airways,one_way,skipped_provider_down,2027-08-26,,,,,,,,,,,,,,
2026-09-07T08:26:07.844Z,R2,2027-08-26|TPA>LON,virgin_atlantic,one_way,skipped_provider_down,2027-08-26,,,,,,,,,,,,,,
2026-09-07T08:26:07.844Z,R2,2027-08-26|TPA>LON,google_flights,one_way,skipped_provider_down,2027-08-26,,,,,,,,,,,,,,
2026-09-07T08:26:07.844Z,R2,2027-08-26|TPA>LON,skyscanner,one_way,skipped_provider_down,2027-08-26,,,,,,,,,,,,,,
2026-09-07T08:26:07.844Z,R3,2027-08-26|MIA>LON,british_airways,one_way,skipped_provider_down,2027-08-26,,,,,,,,,,,,,,
2026-09-07T08:26:07.844Z,R3,2027-08-26|MIA>LON,virgin_atlantic,one_way,skipped_provider_down,2027-08-26,,,,,,,,,,,,,,
2026-09-07T08:26:07.844Z,R3,2027-08-26|MIA>LON,google_flights,one_way,skipped_provider_down,2027-08-26,,,,,,,,,,,,,,
2026-09-07T08:26:07.844Z,R3,2027-08-26|MIA>LON,skyscanner,one_way,skipped_provider_down,2027-08-26,,,,,,,,,,,,,,
2026-09-07T13:33:16.313Z,A1,2027-08-11|LON>MCO|MCO>LON|2027-08-26,british_airways,round_trip,ok,2027-08-11,2027-08-26,,,BA,Economy Basic (lowest available),2080,520,2600,0,,,575,0,
2026-09-07T13:33:16.313Z,A1,2027-08-11|LON>MCO|MCO>LON|2027-08-26,british_airways,round_trip,ok,2027-08-11,2027-08-26,,,BA,Economy Basic (lowest available),2380,520,2900,0,,,570,0,
2026-09-07T13:33:16.313Z,A3,2027-08-11|LON>TPA|TPA>LON|2027-08-26,british_airways,round_trip,ok,2027-08-11,2027-08-26,,,BA,Economy Basic (lowest available),2888,520,3408,0,,,560,0,
2026-09-07T13:33:16.313Z,A5,2027-08-12|LON>MCO|MCO>LON|2027-08-26,british_airways,round_trip,ok,2027-08-12,2027-08-26,,,BA,Economy Basic (lowest available),2096,520,2616,0,,,575,0,
2026-09-07T13:33:16.313Z,A5,2027-08-12|LON>MCO|MCO>LON|2027-08-26,british_airways,round_trip,ok,2027-08-12,2027-08-26,,,BA,Economy Basic (lowest available),2544,520,3064,0,,,570,0,
2026-09-07T13:33:16.313Z,A7,2027-08-12|LON>TPA|TPA>LON|2027-08-26,british_airways,round_trip,ok,2027-08-12,2027-08-26,,,BA,Economy Basic (lowest available),2228,520,2748,0,,,560,0,
2026-09-07T13:33:16.313Z,A2-single,2027-08-11|LON>MCO|TPA>LON|2027-08-26|single,british_airways,open_jaw,no_prices_rendered,2027-08-11,2027-08-26,,,,,,,,,,,,,
2026-09-07T13:33:16.313Z,A2-single,2027-08-11|LON>MCO|TPA>LON|2027-08-26|single,virgin_atlantic,open_jaw,skipped_provider_down,2027-08-11,2027-08-26,,,,,,,,,,,,,
2026-09-07T13:33:16.313Z,A2-single,2027-08-11|LON>MCO|TPA>LON|2027-08-26|single,skyscanner,open_jaw,skipped_provider_down,2027-08-11,2027-08-26,,,,,,,,,,,,,
2026-09-07T13:33:16.313Z,A4-single,2027-08-11|LON>TPA|MCO>LON|2027-08-26|single,british_airways,open_jaw,no_prices_rendered,2027-08-11,2027-08-26,,,,,,,,,,,,,
2026-09-07T13:33:16.313Z,A4-single,2027-08-11|LON>TPA|MCO>LON|2027-08-26|single,virgin_atlantic,open_jaw,skipped_provider_down,2027-08-11,2027-08-26,,,,,,,,,,,,,
2026-09-07T13:33:16.313Z,A4-single,2027-08-11|LON>TPA|MCO>LON|2027-08-26|single,skyscanner,open_jaw,skipped_provider_down,2027-08-11,2027-08-26,,,,,,,,,,,,,
2026-09-07T13:33:16.313Z,A6-single,2027-08-12|LON>MCO|TPA>LON|2027-08-26|single,british_airways,open_jaw,skipped_provider_down,2027-08-12,2027-08-26,,,,,,,,,,,,,
2026-09-07T13:33:16.313Z,A6-single,2027-08-12|LON>MCO|TPA>LON|2027-08-26|single,virgin_atlantic,open_jaw,skipped_provider_down,2027-08-12,2027-08-26,,,,,,,,,,,,,
2026-09-07T13:33:16.313Z,A6-single,2027-08-12|LON>MCO|TPA>LON|2027-08-26|single,skyscanner,open_jaw,skipped_provider_down,2027-08-12,2027-08-26,,,,,,,,,,,,,
2026-09-07T13:33:16.313Z,A8-single,2027-08-12|LON>TPA|MCO>LON|2027-08-26|single,british_airways,open_jaw,skipped_provider_down,2027-08-12,2027-08-26,,,,,,,,,,,,,
2026-09-07T13:33:16.313Z,A8-single,2027-08-12|LON>TPA|MCO>LON|2027-08-26|single,virgin_atlantic,open_jaw,skipped_provider_down,2027-08-12,2027-08-26,,,,,,,,,,,,,
2026-09-07T13:33:16.313Z,A8-single,2027-08-12|LON>TPA|MCO>LON|2027-08-26|single,skyscanner,open_jaw,skipped_provider_down,2027-08-12,2027-08-26,,,,,,,,,,,,,
2026-09-07T13:33:16.313Z,B1-single,2027-08-11|LON>MCO|MIA>LON|2027-08-26|single,british_airways,open_jaw,skipped_provider_down,2027-08-11,2027-08-26,,,,,,,,,,,,,
2026-09-07T13:33:16.313Z,B1-single,2027-08-11|LON>MCO|MIA>LON|2027-08-26|single,virgin_atlantic,open_jaw,skipped_provider_down,2027-08-11,2027-08-26,,,,,,,,,,,,,
2026-09-07T13:33:16.313Z,B1-single,2027-08-11|LON>MCO|MIA>LON|2027-08-26|single,skyscanner,open_jaw,skipped_provider_down,2027-08-11,2027-08-26,,,,,,,,,,,,,
2026-09-07T13:33:16.313Z,B2-single,2027-08-11|LON>TPA|MIA>LON|2027-08-26|single,british_airways,open_jaw,skipped_provider_down,2027-08-11,2027-08-26,,,,,,,,,,,,,
2026-09-07T13:33:16.313Z,B2-single,2027-08-11|LON>TPA|MIA>LON|2027-08-26|single,virgin_atlantic,open_jaw,skipped_provider_down,2027-08-11,2027-08-26,,,,,,,,,,,,,
2026-09-07T13:33:16.313Z,B2-single,2027-08-11|LON>TPA|MIA>LON|2027-08-26|single,skyscanner,open_jaw,skipped_provider_down,2027-08-11,2027-08-26,,,,,,,,,,,,,
2026-09-07T13:33:16.313Z,B3-single,2027-08-12|LON>MCO|MIA>LON|2027-08-26|single,british_airways,open_jaw,skipped_provider_down,2027-08-12,2027-08-26,,,,,,,,,,,,,
2026-09-07T13:33:16.313Z,B3-single,2027-08-12|LON>MCO|MIA>LON|2027-08-26|single,virgin_atlantic,open_jaw,skipped_provider_down,2027-08-12,2027-08-26,,,,,,,,,,,,,
2026-09-07T13:33:16.313Z,B3-single,2027-08-12|LON>MCO|MIA>LON|2027-08-26|single,skyscanner,open_jaw,skipped_provider_down,2027-08-12,2027-08-26,,,,,,,,,,,,,
2026-09-07T13:33:16.313Z,B4-single,2027-08-12|LON>TPA|MIA>LON|2027-08-26|single,british_airways,open_jaw,skipped_provider_down,2027-08-12,2027-08-26,,,,,,,,,,,,,
2026-09-07T13:33:16.313Z,B4-single,2027-08-12|LON>TPA|MIA>LON|2027-08-26|single,virgin_atlantic,open_jaw,skipped_provider_down,2027-08-12,2027-08-26,,,,,,,,,,,,,
2026-09-07T13:33:16.313Z,B4-single,2027-08-12|LON>TPA|MIA>LON|2027-08-26|single,skyscanner,open_jaw,skipped_provider_down,2027-08-12,2027-08-26,,,,,,,,,,,,,
2026-09-07T13:33:16.313Z,O1,2027-08-11|LON>MCO,british_airways,one_way,skipped_provider_down,2027-08-11,,,,,,,,,,,,,,
2026-09-07T13:33:16.313Z,O1,2027-08-11|LON>MCO,virgin_atlantic,one_way,skipped_provider_down,2027-08-11,,,,,,,,,,,,,,
2026-09-07T13:33:16.313Z,O1,2027-08-11|LON>MCO,google_flights,one_way,skipped_provider_down,2027-08-11,,,,,,,,,,,,,,
2026-09-07T13:33:16.313Z,O1,2027-08-11|LON>MCO,skyscanner,one_way,skipped_provider_down,2027-08-11,,,,,,,,,,,,,,
2026-09-07T13:33:16.313Z,O2,2027-08-11|LON>TPA,british_airways,one_way,skipped_provider_down,2027-08-11,,,,,,,,,,,,,,
2026-09-07T13:33:16.313Z,O2,2027-08-11|LON>TPA,virgin_atlantic,one_way,skipped_provider_down,2027-08-11,,,,,,,,,,,,,,
2026-09-07T13:33:16.313Z,O2,2027-08-11|LON>TPA,google_flights,one_way,skipped_provider_down,2027-08-11,,,,,,,,,,,,,,
2026-09-07T13:33:16.313Z,O2,2027-08-11|LON>TPA,skyscanner,one_way,skipped_provider_down,2027-08-11,,,,,,,,,,,,,,
2026-09-07T13:33:16.313Z,O3,2027-08-12|LON>MCO,british_airways,one_way,skipped_provider_down,2027-08-12,,,,,,,,,,,,,,
2026-09-07T13:33:16.313Z,O3,2027-08-12|LON>MCO,virgin_atlantic,one_way,skipped_provider_down,2027-08-12,,,,,,,,,,,,,,
2026-09-07T13:33:16.313Z,O3,2027-08-12|LON>MCO,google_flights,one_way,skipped_provider_down,2027-08-12,,,,,,,,,,,,,,
2026-09-07T13:33:16.313Z,O3,2027-08-12|LON>MCO,skyscanner,one_way,skipped_provider_down,2027-08-12,,,,,,,,,,,,,,
2026-09-07T13:33:16.313Z,O4,2027-08-12|LON>TPA,british_airways,one_way,skipped_provider_down,2027-08-12,,,,,,,,,,,,,,
2026-09-07T13:33:16.313Z,O4,2027-08-12|LON>TPA,virgin_atlantic,one_way,skipped_provider_down,2027-08-12,,,,,,,,,,,,,,
2026-09-07T13:33:16.313Z,O4,2027-08-12|LON>TPA,google_flights,one_way,skipped_provider_down,2027-08-12,,,,,,,,,,,,,,
2026-09-07T13:33:16.313Z,O4,2027-08-12|LON>TPA,skyscanner,one_way,skipped_provider_down,2027-08-12,,,,,,,,,,,,,,
2026-09-07T13:33:16.313Z,R1,2027-08-26|MCO>LON,british_airways,one_way,skipped_provider_down,2027-08-26,,,,,,,,,,,,,,
2026-09-07T13:33:16.313Z,R1,2027-08-26|MCO>LON,virgin_atlantic,one_way,skipped_provider_down,2027-08-26,,,,,,,,,,,,,,
2026-09-07T13:33:16.313Z,R1,2027-08-26|MCO>LON,google_flights,one_way,skipped_provider_down,2027-08-26,,,,,,,,,,,,,,
2026-09-07T13:33:16.313Z,R1,2027-08-26|MCO>LON,skyscanner,one_way,skipped_provider_down,2027-08-26,,,,,,,,,,,,,,
2026-09-07T13:33:16.313Z,R2,2027-08-26|TPA>LON,british_airways,one_way,skipped_provider_down,2027-08-26,,,,,,,,,,,,,,
2026-09-07T13:33:16.313Z,R2,2027-08-26|TPA>LON,virgin_atlantic,one_way,skipped_provider_down,2027-08-26,,,,,,,,,,,,,,
2026-09-07T13:33:16.313Z,R2,2027-08-26|TPA>LON,google_flights,one_way,skipped_provider_down,2027-08-26,,,,,,,,,,,,,,
2026-09-07T13:33:16.313Z,R2,2027-08-26|TPA>LON,skyscanner,one_way,skipped_provider_down,2027-08-26,,,,,,,,,,,,,,
2026-09-07T13:33:16.313Z,R3,2027-08-26|MIA>LON,british_airways,one_way,skipped_provider_down,2027-08-26,,,,,,,,,,,,,,
2026-09-07T13:33:16.313Z,R3,2027-08-26|MIA>LON,virgin_atlantic,one_way,skipped_provider_down,2027-08-26,,,,,,,,,,,,,,
2026-09-07T13:33:16.313Z,R3,2027-08-26|MIA>LON,google_flights,one_way,skipped_provider_down,2027-08-26,,,,,,,,,,,,,,
2026-09-07T13:33:16.313Z,R3,2027-08-26|MIA>LON,skyscanner,one_way,skipped_provider_down,2027-08-26,,,,,,,,,,,,,,
2026-09-07T14:17:41.125Z,A1,2027-08-11|LON>MCO|MCO>LON|2027-08-26,british_airways,round_trip,ok,2027-08-11,2027-08-26,,,BA,Economy Basic (lowest available),2080,520,2600,0,14:30,19:05,575,0,
2026-09-07T14:17:41.125Z,A1,2027-08-11|LON>MCO|MCO>LON|2027-08-26,british_airways,round_trip,ok,2027-08-11,2027-08-26,,,BA,Economy Basic (lowest available),2380,520,2900,0,10:45,15:15,570,0,
2026-09-07T14:17:41.125Z,A3,2027-08-11|LON>TPA|TPA>LON|2027-08-26,british_airways,round_trip,ok,2027-08-11,2027-08-26,,,BA,Economy Basic (lowest available),2888,520,3408,0,12:30,16:50,560,0,
2026-09-07T14:17:41.125Z,A5,2027-08-12|LON>MCO|MCO>LON|2027-08-26,british_airways,round_trip,ok,2027-08-12,2027-08-26,,,BA,Economy Basic (lowest available),2096,520,2616,0,14:30,19:05,575,0,
2026-09-07T14:17:41.125Z,A5,2027-08-12|LON>MCO|MCO>LON|2027-08-26,british_airways,round_trip,ok,2027-08-12,2027-08-26,,,BA,Economy Basic (lowest available),2544,520,3064,0,10:45,15:15,570,0,
2026-09-07T14:17:41.125Z,A7,2027-08-12|LON>TPA|TPA>LON|2027-08-26,british_airways,round_trip,ok,2027-08-12,2027-08-26,,,BA,Economy Basic (lowest available),2228,520,2748,0,12:30,16:50,560,0,
2026-09-07T14:17:41.125Z,A2-single,2027-08-11|LON>MCO|TPA>LON|2027-08-26|single,british_airways,open_jaw,results_never_loaded,2027-08-11,2027-08-26,,,,,,,,,,,,,
2026-09-07T14:17:41.125Z,A2-single,2027-08-11|LON>MCO|TPA>LON|2027-08-26|single,virgin_atlantic,open_jaw,request_rejected,2027-08-11,2027-08-26,,,,,,,,,,,,,
2026-09-07T14:17:41.125Z,A2-single,2027-08-11|LON>MCO|TPA>LON|2027-08-26|single,skyscanner,open_jaw,no_prices_rendered,2027-08-11,2027-08-26,,,,,,,,,,,,,
2026-09-07T14:17:41.125Z,A4-single,2027-08-11|LON>TPA|MCO>LON|2027-08-26|single,british_airways,open_jaw,results_never_loaded,2027-08-11,2027-08-26,,,,,,,,,,,,,
2026-09-07T14:17:41.125Z,A4-single,2027-08-11|LON>TPA|MCO>LON|2027-08-26|single,virgin_atlantic,open_jaw,request_rejected,2027-08-11,2027-08-26,,,,,,,,,,,,,
2026-09-07T14:17:41.125Z,A4-single,2027-08-11|LON>TPA|MCO>LON|2027-08-26|single,skyscanner,open_jaw,no_prices_rendered,2027-08-11,2027-08-26,,,,,,,,,,,,,
2026-09-07T14:17:41.125Z,A6-single,2027-08-12|LON>MCO|TPA>LON|2027-08-26|single,british_airways,open_jaw,skipped_provider_down,2027-08-12,2027-08-26,,,,,,,,,,,,,
2026-09-07T14:17:41.125Z,A6-single,2027-08-12|LON>MCO|TPA>LON|2027-08-26|single,virgin_atlantic,open_jaw,skipped_provider_down,2027-08-12,2027-08-26,,,,,,,,,,,,,
2026-09-07T14:17:41.125Z,A6-single,2027-08-12|LON>MCO|TPA>LON|2027-08-26|single,skyscanner,open_jaw,skipped_provider_down,2027-08-12,2027-08-26,,,,,,,,,,,,,
2026-09-07T14:17:41.125Z,A8-single,2027-08-12|LON>TPA|MCO>LON|2027-08-26|single,british_airways,open_jaw,skipped_provider_down,2027-08-12,2027-08-26,,,,,,,,,,,,,
2026-09-07T14:17:41.125Z,A8-single,2027-08-12|LON>TPA|MCO>LON|2027-08-26|single,virgin_atlantic,open_jaw,skipped_provider_down,2027-08-12,2027-08-26,,,,,,,,,,,,,
2026-09-07T14:17:41.125Z,A8-single,2027-08-12|LON>TPA|MCO>LON|2027-08-26|single,skyscanner,open_jaw,skipped_provider_down,2027-08-12,2027-08-26,,,,,,,,,,,,,
2026-09-07T14:17:41.125Z,B1-single,2027-08-11|LON>MCO|MIA>LON|2027-08-26|single,british_airways,open_jaw,skipped_provider_down,2027-08-11,2027-08-26,,,,,,,,,,,,,
2026-09-07T14:17:41.125Z,B1-single,2027-08-11|LON>MCO|MIA>LON|2027-08-26|single,virgin_atlantic,open_jaw,skipped_provider_down,2027-08-11,2027-08-26,,,,,,,,,,,,,
2026-09-07T14:17:41.125Z,B1-single,2027-08-11|LON>MCO|MIA>LON|2027-08-26|single,skyscanner,open_jaw,skipped_provider_down,2027-08-11,2027-08-26,,,,,,,,,,,,,
2026-09-07T14:17:41.125Z,B2-single,2027-08-11|LON>TPA|MIA>LON|2027-08-26|single,british_airways,open_jaw,skipped_provider_down,2027-08-11,2027-08-26,,,,,,,,,,,,,
2026-09-07T14:17:41.125Z,B2-single,2027-08-11|LON>TPA|MIA>LON|2027-08-26|single,virgin_atlantic,open_jaw,skipped_provider_down,2027-08-11,2027-08-26,,,,,,,,,,,,,
2026-09-07T14:17:41.125Z,B2-single,2027-08-11|LON>TPA|MIA>LON|2027-08-26|single,skyscanner,open_jaw,skipped_provider_down,2027-08-11,2027-08-26,,,,,,,,,,,,,
2026-09-07T14:17:41.125Z,B3-single,2027-08-12|LON>MCO|MIA>LON|2027-08-26|single,british_airways,open_jaw,skipped_provider_down,2027-08-12,2027-08-26,,,,,,,,,,,,,
2026-09-07T14:17:41.125Z,B3-single,2027-08-12|LON>MCO|MIA>LON|2027-08-26|single,virgin_atlantic,open_jaw,skipped_provider_down,2027-08-12,2027-08-26,,,,,,,,,,,,,
2026-09-07T14:17:41.125Z,B3-single,2027-08-12|LON>MCO|MIA>LON|2027-08-26|single,skyscanner,open_jaw,skipped_provider_down,2027-08-12,2027-08-26,,,,,,,,,,,,,
2026-09-07T14:17:41.125Z,B4-single,2027-08-12|LON>TPA|MIA>LON|2027-08-26|single,british_airways,open_jaw,skipped_provider_down,2027-08-12,2027-08-26,,,,,,,,,,,,,
2026-09-07T14:17:41.125Z,B4-single,2027-08-12|LON>TPA|MIA>LON|2027-08-26|single,virgin_atlantic,open_jaw,skipped_provider_down,2027-08-12,2027-08-26,,,,,,,,,,,,,
2026-09-07T14:17:41.125Z,B4-single,2027-08-12|LON>TPA|MIA>LON|2027-08-26|single,skyscanner,open_jaw,skipped_provider_down,2027-08-12,2027-08-26,,,,,,,,,,,,,
2026-09-07T14:17:41.125Z,O1,2027-08-11|LON>MCO,british_airways,one_way,ok,2027-08-11,,,,BA,Economy Basic (lowest available),2336,260,2596,0,14:30,19:05,575,0,
2026-09-07T14:17:41.125Z,O1,2027-08-11|LON>MCO,british_airways,one_way,ok,2027-08-11,,,,BA,Economy Basic (lowest available),4348,260,4608,0,10:45,15:15,570,0,
2026-09-07T14:17:41.125Z,O2,2027-08-11|LON>TPA,british_airways,one_way,ok,2027-08-11,,,,BA,Economy Basic (lowest available),5052,260,5312,0,12:30,16:50,560,0,
2026-09-07T14:17:41.125Z,O3,2027-08-12|LON>MCO,british_airways,one_way,ok,2027-08-12,,,,BA,Economy Basic (lowest available),2536,260,2796,0,14:30,19:05,575,0,
2026-09-07T14:17:41.125Z,O3,2027-08-12|LON>MCO,british_airways,one_way,ok,2027-08-12,,,,BA,Economy Basic (lowest available),4940,260,5200,0,10:45,15:15,570,0,
2026-09-07T14:17:41.125Z,O4,2027-08-12|LON>TPA,british_airways,one_way,ok,2027-08-12,,,,BA,Economy Basic (lowest available),2468,260,2728,0,12:30,16:50,560,0,
2026-09-07T14:17:41.125Z,R1,2027-08-26|MCO>LON,british_airways,one_way,no_prices_rendered,2027-08-26,,,,,,,,,,,,,,
2026-09-07T14:17:41.125Z,R1,2027-08-26|MCO>LON,virgin_atlantic,one_way,skipped_provider_down,2027-08-26,,,,,,,,,,,,,,
2026-09-07T14:17:41.125Z,R1,2027-08-26|MCO>LON,google_flights,one_way,skipped_provider_down,2027-08-26,,,,,,,,,,,,,,
2026-09-07T14:17:41.125Z,R1,2027-08-26|MCO>LON,skyscanner,one_way,skipped_provider_down,2027-08-26,,,,,,,,,,,,,,
2026-09-07T14:17:41.125Z,R2,2027-08-26|TPA>LON,british_airways,one_way,no_prices_rendered,2027-08-26,,,,,,,,,,,,,,
2026-09-07T14:17:41.125Z,R2,2027-08-26|TPA>LON,virgin_atlantic,one_way,skipped_provider_down,2027-08-26,,,,,,,,,,,,,,
2026-09-07T14:17:41.125Z,R2,2027-08-26|TPA>LON,google_flights,one_way,skipped_provider_down,2027-08-26,,,,,,,,,,,,,,
2026-09-07T14:17:41.125Z,R2,2027-08-26|TPA>LON,skyscanner,one_way,skipped_provider_down,2027-08-26,,,,,,,,,,,,,,
